Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",61,0,0.28
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",152,0,0.43
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",7,0,0.1
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",63,0,0.44
2020H1,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",6,0,0.07
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",49,0,0.26
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",77,2,0.61
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",19,0,0.02
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",24,0,0.54
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",31,0,0.58
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",6,0,0.01
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,1368,6,7.15
2020H1,California,Orange,Surgical Site Infections (SSI),Appendix surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,82,0,0.26
2020H1,California,Orange,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,3,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Cesarean section,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,359,1,0.54
2020H1,California,Orange,Surgical Site Infections (SSI),Colon surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,76,2,1.99
2020H1,California,Orange,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,95,0,0.39
2020H1,California,Orange,Surgical Site Infections (SSI),Gallbladder surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,132,0,0.29
2020H1,California,Orange,Surgical Site Infections (SSI),Gastric surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,2,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Hip prosthesis,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,120,0,0.72
2020H1,California,Orange,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,46,0,0.36
2020H1,California,Orange,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,11,0,0.08
2020H1,California,Orange,Surgical Site Infections (SSI),Kidney surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,17,0,0.06
2020H1,California,Orange,Surgical Site Infections (SSI),Knee prosthesis,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,133,1,0.71
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,155,2,0.85
2020H1,California,Orange,Surgical Site Infections (SSI),Ovarian surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,63,0,0.05
2020H1,California,Orange,Surgical Site Infections (SSI),Pacemaker surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,24,0,0.04
2020H1,California,Orange,Surgical Site Infections (SSI),Rectal surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,18,0,0.17
2020H1,California,Orange,Surgical Site Infections (SSI),Small bowel surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,31,0,0.6
2020H1,California,Orange,Surgical Site Infections (SSI),Thoracic surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Major Teaching,1,0,0
2020H1,California,Sutter,Surgical Site Infections (SSI),All procedures,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",94,0,0.43
2020H1,California,Sutter,Surgical Site Infections (SSI),Appendix surgery,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Sutter,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Sutter,Surgical Site Infections (SSI),Colon surgery,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",4,0,0.06
2020H1,California,Sutter,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Sutter,Surgical Site Infections (SSI),Gallbladder surgery,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",1,0,0
2020H1,California,Sutter,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",6,0,0.03
2020H1,California,Sutter,Surgical Site Infections (SSI),Knee prosthesis,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",31,0,0.09
2020H1,California,Sutter,Surgical Site Infections (SSI),Open reduction of fracture,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",6,0,0.08
2020H1,California,Sutter,Surgical Site Infections (SSI),Ovarian surgery,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",9,0,0.01
2020H1,California,Sutter,Surgical Site Infections (SSI),Small bowel surgery,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",1,0,0.02
2020H1,California,Sutter,Surgical Site Infections (SSI),Spinal fusion,630011844,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",31,0,0.13
2020H1,California,Riverside,Surgical Site Infections (SSI),All procedures,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,417,3,1.71
2020H1,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,24,0,0.06
2020H1,California,Riverside,Surgical Site Infections (SSI),Cesarean section,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,152,0,0.22
2020H1,California,Riverside,Surgical Site Infections (SSI),Colon surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,19,1,0.43
2020H1,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,24,0,0.09
2020H1,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,88,0,0.22
2020H1,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,4,0,0.05
2020H1,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,19,0,0.11
2020H1,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,9,0,0.05
2020H1,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,18,1,0.06
2020H1,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,10,1,0.05
2020H1,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,9,0,0.01
2020H1,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,19,0,0.03
2020H1,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,16,0,0.31
2020H1,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Major Teaching,4,0,0.02
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,700,5,5.81
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,1,0,0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,5,0,0.08
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,50,0,1.45
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,123,3,0.59
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,10,0,0.03
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gastric surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,66,0,0.4
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,171,1,1.12
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,33,0,0.24
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Kidney surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,30,0,0.1
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Ovarian surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,105,0,0.09
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Rectal surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,26,0,0.58
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Small bowel surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,43,1,0.95
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Spleen surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,4,0,0.02
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Thoracic surgery,630012294,Loma Linda University Surgical Hospital,Acute Care Hospital,Major Teaching,33,0,0.17
2020H1,California,Solano,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Solano,Surgical Site Infections (SSI),All procedures,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,831,15,5.14
2020H1,California,Solano,Surgical Site Infections (SSI),Appendix surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,40,1,0.15
2020H1,California,Solano,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,4,1,0.05
2020H1,California,Solano,Surgical Site Infections (SSI),Cesarean section,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,126,0,0.53
2020H1,California,Solano,Surgical Site Infections (SSI),Colon surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,36,2,0.89
2020H1,California,Solano,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,54,1,0.3
2020H1,California,Solano,Surgical Site Infections (SSI),Gallbladder surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,97,0,0.35
2020H1,California,Solano,Surgical Site Infections (SSI),Gastric surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,6,1,0.09
2020H1,California,Solano,Surgical Site Infections (SSI),Hip prosthesis,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,44,1,0.34
2020H1,California,Solano,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),Kidney surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,1,0,0
2020H1,California,Solano,Surgical Site Infections (SSI),Knee prosthesis,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,63,0,0.26
2020H1,California,Solano,Surgical Site Infections (SSI),Laminectomy,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,102,1,0.34
2020H1,California,Solano,Surgical Site Infections (SSI),Open reduction of fracture,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,88,2,0.74
2020H1,California,Solano,Surgical Site Infections (SSI),Ovarian surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,7,0,0.01
2020H1,California,Solano,Surgical Site Infections (SSI),Pacemaker surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,15,1,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),Rectal surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,4,0,0.06
2020H1,California,Solano,Surgical Site Infections (SSI),Small bowel surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,32,2,0.59
2020H1,California,Solano,Surgical Site Infections (SSI),Spinal fusion,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,98,2,0.33
2020H1,California,Solano,Surgical Site Infections (SSI),Spleen surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,2,0,0.03
2020H1,California,Solano,Surgical Site Infections (SSI),Thoracic surgery,630012364,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,6,0,0.03
2020H1,California,Orange,Surgical Site Infections (SSI),All procedures,630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",1897,4,5.19
2020H1,California,Orange,Surgical Site Infections (SSI),Hip prosthesis,630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",517,3,2.21
2020H1,California,Orange,Surgical Site Infections (SSI),Knee prosthesis,630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",633,0,1.29
2020H1,California,Orange,Surgical Site Infections (SSI),Laminectomy,630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",191,0,0.49
2020H1,California,Orange,Surgical Site Infections (SSI),Open reduction of fracture,630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",62,0,0.37
2020H1,California,Orange,Surgical Site Infections (SSI),Spinal fusion,630012891,Hoag Orthopedic Institute,Acute Care Hospital,"Community, <125 Beds",494,1,0.83
2020H1,California,Riverside,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Riverside,Surgical Site Infections (SSI),All procedures,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",697,6,3.25
2020H1,California,Riverside,Surgical Site Infections (SSI),Appendix surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",39,0,0.09
2020H1,California,Riverside,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Riverside,Surgical Site Infections (SSI),Cardiac surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",23,0,0.05
2020H1,California,Riverside,Surgical Site Infections (SSI),Cesarean section,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",145,1,0.11
2020H1,California,Riverside,Surgical Site Infections (SSI),Colon surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",40,4,0.75
2020H1,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",43,1,0.27
2020H1,California,Riverside,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Riverside,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",57,0,0.2
2020H1,California,Riverside,Surgical Site Infections (SSI),Gallbladder surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",58,0,0.13
2020H1,California,Riverside,Surgical Site Infections (SSI),Gastric surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",7,0,0.05
2020H1,California,Riverside,Surgical Site Infections (SSI),Hip prosthesis,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",48,0,0.37
2020H1,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Riverside,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0
2020H1,California,Riverside,Surgical Site Infections (SSI),Kidney surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0
2020H1,California,Riverside,Surgical Site Infections (SSI),Knee prosthesis,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",42,0,0.14
2020H1,California,Riverside,Surgical Site Infections (SSI),Laminectomy,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",28,0,0.09
2020H1,California,Riverside,Surgical Site Infections (SSI),Open reduction of fracture,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",22,0,0.11
2020H1,California,Riverside,Surgical Site Infections (SSI),Ovarian surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",2,0,0
2020H1,California,Riverside,Surgical Site Infections (SSI),Pacemaker surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",14,0,0.02
2020H1,California,Riverside,Surgical Site Infections (SSI),Rectal surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",10,0,0.15
2020H1,California,Riverside,Surgical Site Infections (SSI),Small bowel surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",24,0,0.44
2020H1,California,Riverside,Surgical Site Infections (SSI),Spinal fusion,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",35,0,0.14
2020H1,California,Riverside,Surgical Site Infections (SSI),Spleen surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",1,0,0
2020H1,California,Riverside,Surgical Site Infections (SSI),Thoracic surgery,630012971,"Loma Linda University Medical Center, Murrieta",Acute Care Hospital,"Community, 125-250 Beds",52,0,0.1
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,1103,1,4.26
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,60,0,0.14
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,7,0,0.06
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Cesarean section,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,414,0,0.63
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,43,0,0.78
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,61,0,0.25
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,113,0,0.21
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gastric surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,146,0,0.41
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Hip prosthesis,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,49,0,0.27
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Hysterectomy, abdominal",630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,19,0,0.12
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Hysterectomy, vaginal",630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,6,0,0.04
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Kidney surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,10,0,0.03
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Knee prosthesis,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,58,0,0.22
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Open reduction of fracture,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,41,0,0.17
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Ovarian surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,18,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Rectal surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Small bowel surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,42,1,0.86
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Spleen surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,1,0,0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Thoracic surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Major Teaching,13,0,0.04
2020H1,California,San Diego,Surgical Site Infections (SSI),All procedures,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",2209,9,12.06
2020H1,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",134,0,0.44
2020H1,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",8,0,0.1
2020H1,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",25,0,0.07
2020H1,California,San Diego,Surgical Site Infections (SSI),Cesarean section,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",387,1,0.37
2020H1,California,San Diego,Surgical Site Infections (SSI),Colon surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",75,1,1.73
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",32,1,0.13
2020H1,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",118,0,0.79
2020H1,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,630013873,Palomar Medical Center,Acute Care Hospital,"Community, >250 Beds",175,0,0.81
